Items Vigentes - Automoviles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datos Generales de la Póliza,,,,,,Asegurado,,,Detalle del Vehículo,,,,,,,,,,,,,,,Intermediarios,,,,Accesorios y Coberturas,
Cia,Poliza,IDPoliza,Estado Poliza,Vigencia Desde,Vigencia Hasta,Asegurado,Conductor Asignado,Nro Documento,Patente,Marca,Modelo,Año,0 KM,Motor,Chasis,CodReferencia,Procedencia,Combustible,Tipo Uso,Rastreo Satelital,Cobertura,Cobertura Det,Suma Asgurada,Productor,Agente,SubAgente,Ejecutivo,Accesorios,Cob. Adicionales
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,A/D       ,, ,2011,NO,MOD M-2 EXT. RECUBIE,CON CHAPA GALVANIZAD,,,,,,A ,R.CIVIL ----------------------,0,HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,A/D       ,, ,2012,NO,44611338 C4.4 125HP , MOD. TH406 SERIE TB,,,,,,A ,R.CIVIL ----------------------,0,HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,A/D       ,, ,2014,NO,BM120 4X4 BM12CAXAZ ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,A/D       ,, ,2014,NO,"JACTO-3000 ""ADVANCE""",MOD. AM 18 - SERIE 2,,,,,,A ,R.CIVIL ----------------------,0,HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,CPH253    ,HYUNDAI,MIGTHY H 250,1999,NO,D4BFW681064         ,KMJWWH7FPXU118799   ,20018,Importado,Diesel,,,B1,INC-ROBO TOT -----------------,"99,500",HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983034,37989984,VIGENTE,08/11/2015,08/12/2015, AGRONICA S.A.,,0,LIM845    ,TOYOTA,HILUX L/12 2.5 SC 4X4 TD DX,2012,NO,2KD-5678882         ,8AJDR22G1C4017396   ,45190,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"300,000",HBO Broker,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983045,37989985,VIGENTE,14/11/2015,14/12/2015, ZAMORA SERGIO,,17290268,NIY624    ,VOLKSWAGEN,VENTO 2.5 170 HP LUXURY TIP L/11,2013,NO,CBU481663           ,3VWDG613EM001454    ,46656,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"280,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983047,37989986,VIGENTE,15/11/2015,15/12/2015,ARIEL ARRIMADA,,17235118,ISX590    ,FORD,ECO SPORT 1.6 XL  PLUS   L/07,2010,NO,R59AA8596850        ,9BFZE55N6A8596850   ,18476,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"130,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981512,37990008,VIGENTE,22/10/2015,22/02/2016,MARIA FLORENCIA  MOLLO ,,22053347,LXM594    ,AUDI,A1 1.4T AMBITION SECURITY,2012,NO,CAXC48365           ,WAUAYA8X9DB036183   ,6391,Importado,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"320,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981648,37990010,VIGENTE,01/11/2015,01/03/2016, CULTIVOS BAHIA BLANCA DE,,0,IRB178    ,KIA CAMION,K 2500,2008,NO,DUBH7524641         ,KNCSE013287285614   ,74013,Importado,Diesel,,,B1,INC-ROBO TOT -----------------,"176,500",OrtigozaBeatriz,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981648,37990010,VIGENTE,01/11/2015,01/03/2016, CULTIVOS BAHIA BLANCA DE,,0,NDV048    ,PEUGEOT,PARTNER 1.6 HDI CONFORT PLC  L10,2013,NO,10JBED0029270       ,8AEGC9HJCEG528145   ,32593,Nacional,Diesel,,,B1,INC-ROBO TOT -----------------,"162,700",OrtigozaBeatriz,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981754,37990012,VIGENTE,16/10/2015,16/02/2016, PILLA DOS SANTOS MAGNUS,,94182363,NWU445    ,FORD,RANGER XLT 3.2 TDI DC 4X4 LIM. AUT,2014,NO,SA2PEJ228742        ,8AFAR23L1EJ228742   ,18559,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"485,000",BevilacquaJose Luis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981792,37990013,VIGENTE,21/10/2015,21/02/2016,NELIDA S. Y ANA CAMICIA,,,MRD327    ,FORD,RANGER XLS 3.2 TDI DC 4X2   L/12,2013,NO,SAZEDJ120193        ,8AFAR22LZDJ120193   ,18567,Nacional,Diesel,,,BR,"ACC Y ROBO TOTAL,INC.T/PARCIAL","330,000",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981797,37990014,VIGENTE,23/10/2015,23/02/2016,ELBA ISSALY,,3972861,A/D       ,, ,2007,NO,A/D                 ,4761                ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981809,37990016,VIGENTE,24/10/2015,24/02/2016, GRAZIANO GERARDO GUSTAVO,,24603247,LHU733    ,MERCEDES BENZ,SPRINTER 313 CHASIS 3550,2012,NO,61198170127470      ,8AC903612CE050571   ,28293,Nacional,Diesel,,,A ,R.CIVIL ----------------------,"290,000",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7981818,37990017,VIGENTE,27/10/2015,27/02/2016, EL RENCUENTRO,,0,EPF886    ,FORD,ECO SPORT 1.6 XLS,2004,NO,CDJA48584448        ,9BFZE12N748584448   ,18345,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","100,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982105,37990019,VIGENTE,08/11/2015,08/03/2016, ALMACAR S.H.,,,WFL663    ,FORD,F-100 ,1988,NO,402948              ,KHLJHF-28403        ,,,,,,A ,R.CIVIL ----------------------,0,BevilacquaJose Luis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7982448,37990020,VIGENTE,17/10/2015,17/02/2016, AREA SUR S.R.L.,,0,FUK621    ,, ,2006,NO,A/D                 ,9AAVF225G6C061348   ,,,,,,B1,INC-ROBO TOT -----------------,"121,000",HerrerosAriel,,,,,
LA MERCANTIL ANDINA,9372217,37990022,VIGENTE,05/11/2015,05/11/2016,MABEL ESTHER DOMINGUEZ,,14850822,KRL320,FIAT,FIORINO FURGON  FIRE CONFORT,2011,NO,178E80110569092,9BD25521AC8929826,17592,Nacional,Nafta,Particular,,D2,,"106,700",HBO Broker,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4000139,38029429,VIGENTE,28/10/2015,28/10/2016,GUILLLERMO CALVENTO,,11794159,A/D,SIN MARCA,SIN MARCA TRAILER,1998,NO,-,11794159,,,,,,A,Resp.Civil unicamente hasta $3.000.000,0,OrtigozaBeatriz,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4000139,38029429,VIGENTE,28/10/2015,28/10/2016,GUILLLERMO CALVENTO,,11794159,BFX433,CHEVROLET,PICK-UP D20 TURBO PLUS,1997,NO,SF8997B567373B,8AG244RDTTA129221,12045,Nacional,Diesel,,,A,Resp.Civil unicamente hasta $3.000.000,"97,000",OrtigozaBeatriz,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4000139,38029429,VIGENTE,28/10/2015,28/10/2016,GUILLLERMO CALVENTO,,11794159,WSI125,I.K.A. RENAULT,JEEP IKA,1966,NO,511231,SURB42971,,,,,,A,Resp.Civil unicamente hasta $3.000.000,0,OrtigozaBeatriz,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4001457,38060234,VIGENTE,09/11/2015,09/11/2016,ABEL ANTONIO NONDEDEU,,16170765,VGB366,FORD CAMION,F- 7000,1979,NO,PA6471393,KSJLXU6939,,,,,,A,Resp.Civil unicamente hasta $3.000.000,0,OrtigozaBeatriz,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4002329,38060235,VIGENTE,26/10/2015,26/10/2016,FLORENCIA BRAVO ,,37551913,BJE751,FIAT,UNO S  1.4 5 P CONFORT,1997,NO,159A20388340822,8AP146000T8389025,17187,Nacional,Nafta,,,B1,Resp.Civil-Robo/Incendio Total,"41,000",HBO Broker,FERNANDEZLUIS ALBERTO,,,, Resp.Civil-Robo/Incendio Total: $0.00 Tasa: 0.000
BERKLEY INTERNATIONAL SEG S.A,7983654,38060249,VIGENTE,03/11/2015,03/03/2016,WALTER VILLATORO,,23289396,101-KNT261,, ,2006,NO,                    ,101 XEE184          ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983664,38060250,VIGENTE,09/11/2015,09/03/2016,LEANDRO NIEVAS OFFIDANI,,34377910,IRE188    ,FIAT,STRADA ,2010,NO,X40555045           ,9BD27824HA7224579   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","103,950",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983669,38060251,VIGENTE,10/11/2015,10/03/2016,ALEJANDRO GABRIEL ALVADO,,26172308,NEH712    ,PEUGEOT,408 2.0 ALLURE NAV   (RES 2015),2013,NO,10XN100157310       ,8AD4DRFJCEG025370   ,32613,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","213,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983723,38060253,VIGENTE,11/11/2015,11/03/2016,JOSE BENITO LASIERRA,,20561236,KFW360    ,VOLKSWAGEN,AMAROK 2.0TD 4X2 DC STARLINE 163HP,2011,NO,CDC063868           ,8AWDB42H4BA067955   ,46611,Nacional,Diesel,,,A ,R.CIVIL ----------------------,"260,000",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7983736,38060254,VIGENTE,02/11/2015,02/03/2016,MONICA RAQUEL VILLARREAL,,14341302,SQF792    ,IVECO,DAILY ,1993,NO,1730151             ,ZCFC4050105014870   ,,,,,,A ,R.CIVIL ----------------------,0,RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984345,38060256,VIGENTE,09/11/2015,09/03/2016,GUSTAVO ETMAN,,12578273,DKL345    ,RENAULT,MEGANE F/2 RXE 4 P. TD (PRIVILEGE),2000,NO,F9QA736C227270      ,8A1LAON351L172983   ,36294,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","78,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984347,38060257,VIGENTE,07/11/2015,07/03/2016, GUSPAMAR S.A.,,0,CAZ082    ,FORD,COURIER PICK-UP 1.4 16V SI DH AA,1998,NO,RTFVK61914          ,WF03WXBAJVBK61914   ,18185,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","41,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984348,38060258,VIGENTE,14/11/2015,14/03/2016, GUSPAMAR S.A.,,0,MLV006    ,FORD,FOCUS L/08 1.8 4 P GHIA TD EXE,2013,NO,DJ056683            ,8AFKZZFFCDJ056683   ,18475,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"225,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984350,38060259,VIGENTE,12/11/2015,12/03/2016, GUSPAMAR S.A.,,0,MLE684    ,FORD,ECO SPORT 1.6 SE      L/13,2013,NO,A/D                 ,9BFZB55N8D8819922   ,18577,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"203,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984352,38060260,VIGENTE,06/11/2015,06/03/2016,JORGE RUBEN FIGUEROA,,10388151,OGS201    ,PEUGEOT,308 1.6 HDI ACTIVE,2014,NO,10JBDZ0026700       ,8AD4C9HGCFG008097   ,32643,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"246,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984353,38060261,VIGENTE,10/11/2015,10/03/2016,S.A. GENOVA AUTOMOTORES,,0,A/D       ,FIAT,PALIO ,2015,NO,310A20112578542     ,8AP17177NG3070991   ,,,,,,T3,TODO RIESGO C/ FRANQUICIA     ,"147,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984364,38060262,VIGENTE,14/11/2015,14/03/2016,ANTONIO FABIAN BOLZAN,,20004424,KNH451    ,FORD,ECO ,2011,NO,R591C8709356        ,9BFZESSN2C8709356   ,,,,,,T3,TODO RIESGO C/ FRANQUICIA     ,"133,100",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984366,38060263,VIGENTE,01/11/2015,01/03/2016,ARIEL GERARDO GARCIA,,22507381,LAN012    ,MITSUBISHI,OUTLANDER 2.4 GLS AUT TC L/2009,2012,NO,JJ85454B11          ,JMBXTGA2WCZ800113   ,29136,Importado,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"390,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984368,38060264,VIGENTE,07/11/2015,07/03/2016, VERNON S.A.,,0,A/D       ,, ,0,NO,A/D                 ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984369,38060265,VIGENTE,10/11/2015,10/03/2016,CARLOS ALBERTO F NAVARRO,,17775186,A/D       ,, ,0,NO,A/D                 ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984376,38060267,VIGENTE,01/11/2015,01/03/2016,MAURO ALFREDO MONTAGNOLI,,30913998,BGY696    ,FORD,F-100 ,1997,NO,4B8985B018108       ,9BFE2UEHXTDB28743   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","80,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984376,38060267,VIGENTE,01/11/2015,01/03/2016,MAURO ALFREDO MONTAGNOLI,,30913998,BSL153    ,FIAT,UNO S  1.4 5 P CONFORT,1997,NO,159A20388360725     ,8AP146000V8405293   ,17187,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","41,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984376,38060267,VIGENTE,01/11/2015,01/03/2016,MAURO ALFREDO MONTAGNOLI,,30913998,JZY847    ,PEUGEOT,206 1.4 5 P GENERATION,2011,NO,10DBSR0058046       ,BAD2AKFSAC6008817   ,32565,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","99,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984376,38060267,VIGENTE,01/11/2015,01/03/2016,MAURO ALFREDO MONTAGNOLI,,30913998,WYN856    ,FIAT,128 ,1985,NO,128A1.0387274851    ,ZFA128A0007073399.  ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7984377,38060271,VIGENTE,12/11/2015,12/03/2016,MAURO ANDRES NAVARRO,,31439253,A/D       ,, ,0,NO,A/D                 ,A/D                 ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
LA MERCANTIL ANDINA,9376351,38060319,VIGENTE,23/10/2015,23/10/2016,MIGUEL ANGEL CAMARERO,,22121748,CIC187,FIAT,SIENA 1.7 HL TD STILE ABS AB,1998,NO,176A30005220300,8AP178698W4064170,17275,Nacional,Diesel,Particular,,A,A  - RESPONSABILIDAD CIVIL LIMITADA,"59,000",HBO Broker,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4003423,38060322,VIGENTE,11/11/2015,11/11/2016,RAMON ENRIQUE AYALA TORALES,,5405231,NPZ086,PEUGEOT,308 1.6 ALLURE NAV   (RES 2015),2014,NO,10DE060019823,8AD4CNFPCEG052213,32640,Nacional,Nafta,,,DF24,Todo Riesgo con Deducible Fijo de $ 500.-,"233,000",OrtigozaBeatriz,,,,, Todo Riesgo con Deducible Fijo de $ 500.-: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4003580,38060323,VIGENTE,11/10/2015,11/10/2016,EDUARDO MALDONADO,,26757403,VUQ436,CHEVROLET,PICK-UP C10 CUSTOM 4 VEL,1974,NO,A231A06873,F103006,,,,,,A,Resp.Civil unicamente hasta $3.000.000,0,HansenLuis Julian,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,4004965,38060326,VIGENTE,09/10/2015,09/10/2016,JUAN IGNACIO DONATO,,24924319,JDO078,RENAULT,MEGANE II 1.6 LUXE,2010,NO,K4MV762Q014300,93YLM2L3HBJ486046,36483,Nacional,Nafta,,,DF23,Todo Riesgo con Deducible Fijo de $ 5000.-,"122,000",HerrerosAriel,,,,, Todo Riesgo con Deducible Fijo de $ 5000.-: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928349,38061143,VIGENTE,23/10/2015,23/04/2016,MIRTA  BERRA ,,14721462,ISQ407,FORD,FIESTA 1.6 5 P AMBIEN.,2010,NO,R59AA8016756,9BFZF55N1A8016756,18336,Nacional,Nafta,Particular,NO,P," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado","97,000",BevilacquaJose Luis,,,,," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado: $0.00 Tasa: 0.000"
SEGUROS RIVADAVIA,928352,38061144,VIGENTE,23/10/2015,23/04/2016,MARIO OSCAR HAURE,,23867405,IXJ185,CHEVROLET,PICK-UP S10 2.8 TD 4X2 DC DLX L/09,2010,NO,M1A368055,9BG138AJ0BC407906,12315,Nacional,Diesel,Particular,NO,P," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado","207,000",BevilacquaJose Luis,BevilacquaJose Luis,,,," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado: $0.00 Tasa: 0.000"
SEGUROS RIVADAVIA,928332,38061145,VIGENTE,22/10/2015,22/04/2016,CLAUDIO ZIMMERMANN,,20505343,DTS456,CHEVROLET,CORSA 1.7 D COMBO FURGON,2001,NO,829337,WOLOSBF2513016387,12135,Nacional,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"59,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
PROVINCIA SEGUROS S.A.,7768596,38061147,VIGENTE,31/10/2015,31/10/2016,PABLO ADRIAN| RUGGIA ,,55883782,ASX694,SUZUKI,SANTANA SANURAI 1.9 D 4 X 4 PICK UP ,1996,NO,M4F00816,VSE0SJJ4C00139277,0,,,Particular,NO,4, RESPONSABILIDAD CIVIL LIMITADA,0,HBO Broker,RUGGIAPABLO A.,,,, RESPONSABILIDAD CIVIL LIMITADA: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928313,38061151,VIGENTE,21/10/2015,21/04/2016,LAURA FABIANA BERRA,AUTOMOVIL,27499275,CUB085,FIAT,SIENA 1.7 HL TD STILE ABS AB,1998,NO,176A5002025190,8AP178698V4004717,17275,Nacional,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"59,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928307,38061152,VIGENTE,21/10/2015,21/04/2016,LUIS MARIA WEINGART,,16608075,UEZ098,FORD,F-100 XLT D,1996,NO,JPA109993V,KA1JTD52145,18079,Nacional,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"116,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928063,38061153,VIGENTE,21/10/2015,21/04/2016,NESTOR YACOMELLA,,5478825,WII245,FORD,F-100 4.9I XLT,1996,NO,402086,RPA402794,18074,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"115,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928257,38061154,VIGENTE,22/10/2015,22/04/2016,GUSTAVO JOSE CARREGA,,21451532,DIY921,GONELLA,ACOPLADO PLAYO PLAYO ,1995,NO,2fd047ae98011ae5b8,0048M25TT,0,,,Comercial,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928360,38061155,VIGENTE,24/10/2015,24/04/2016,ELVIO EMMANUEL GUETTE,,30655932,IMQ909,HONDA,CIVIC EXS 1.8,2010,NO,R18A19502292,93HFA15809Z502294,19123,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"190,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,929081,38245973,VIGENTE,09/10/2015,09/04/2016,VICTOR MARIO MONOPOLI,,,EHX231,CHEVROLET,ASTRA GL 2.0 4 P TD,2003,NO,Y20DTH17C86375,9BGTT48D04B117346,12199,Nacional,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"73,000",BevilacquaJose Luis,BevilacquaJose Luis,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,924952,38245974,VIGENTE,21/09/2015,21/03/2016, TRANSPORTE PAMPA SRL EN F,,,PCO943,TOYOTA,HILUX  L/12 2.5 DC 4X4 TD DX PACK ,2015,NO,2KDA794558,8AJFR22GXF4580072,0,,DIESEL,Particular,NO,P," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado",0,BevilacquaJose Luis,,,,," Terceros Completos con Adicional de lunetas y Parabrisas hasta $2500, Daños Parciales al amparo del Robo Total $2500, Daños por Granizo hasta $6000 o 10% del valor Asegurado: $0.00 Tasa: 0.000"
SEGUROS RIVADAVIA,925873,38245976,VIGENTE,10/10/2015,10/04/2016,ANDREA PAOLA FUENTES ,,21603496,KIK897,RENAULT,SANDERO STEPWAY 1.6 CONFORT L/11,2011,NO,K4MA690Q103868,93YB5R2MKCJ879369,36640,Nacional,Nafta,Particular,NO,M, Terceros Completos con Adicional Lunetas y Parabrisas hasta $1500,"151,000",BevilacquaJose Luis,,,,, Terceros Completos con Adicional Lunetas y Parabrisas hasta $1500: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925397,38245980,VIGENTE,08/10/2015,08/04/2016,OMAR GIBERTI,,18454760,EKO180,TOYOTA,HILUX 3.0 D/CAB 4X4 D DX,2004,NO,5L5434617,8AJ33LNL549411496,45108,Nacional,Diesel,Particular,NO,C, Terceros Completo,"170,000",BevilacquaJose Luis,,,,, Terceros Completo: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,925910,38245983,VIGENTE,11/10/2015,11/04/2016,MIGUEL TEODORO DUTKA,,14098685,CCN221,RENAULT,EXPRESS RN 1.9 D,1998,NO,F8QB682C026185,9U5F40RP5WN485770,36093,Importado,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"49,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928639,38245986,VIGENTE,22/10/2015,22/04/2016,RUBEN RICARDO DE BELLIS,,11341010,OCE140,RENAULT,MASTER 2.3 DCI FURGON L1H1 AA,2014,NO,M9PA876C017173,93YMAFECAEJ301482,36699,Nacional,Diesel,Particular,NO,A, Responsabilidad Civil hacia Terceros,"375,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928543,38245987,VIGENTE,20/10/2015,20/04/2016,JUAN CRUZ VIDAL,,30655873,FPB172,FIAT,UNO FIRE 1.3 5 P,2006,NO,178E80116771241,9BD15827664820592,17401,Nacional,Nafta,Particular,NO,A, Responsabilidad Civil hacia Terceros,"58,000",BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
FEDERACION PATRONAL S.A.,20275635,38257285,VIGENTE,28/10/2015,28/10/2016, SAVY CESAR ELIAS LUJAN,,31595309,NJK535,TOYOTA,ETIOS 1.5<5 PTAS. XS ,2013,NO,2NRV153476,9BRK29BT1E0018022,0,,,Particular,NO,D, Todo Riesgo,0,OrtigozaBeatriz,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,4005423,38273849,VIGENTE,20/11/2015,20/11/2016,CLAUDIO MANUEL SORIA,,30529818,USM298,RENAULT,R 12 TL,1975,NO,3169443,92332625,,,,,,A,Resp.Civil unicamente hasta $3.000.000,0,IaquinandiJose Francisco,,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
SEGUROS RIVADAVIA,928376,38277182,VIGENTE,25/10/2015,25/04/2016,CAMILA SALINAS,,34723859,TTP031,RENAULT ,R 11 BERLINA,1988,NO,2795172,B373028591,0,,NAFTA,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
PARANA SEGUROS,4283620,38277184,EMITIDA NO VIGENTE,25/03/2016,25/03/2017,JORGE OMAR MORALES,,8279496,JWR136,CHEVROLET, CLASSIC 1.4 3 PTAS LS AA DH  ,2015,NO,8AGSB0850BR197801,TB5068807,0,,,Particular,NO,C, Terceros Completo,0,HBO Broker,BARBASMARIA DANIELA,,,,
PARANA SEGUROS,4283620,38277184,EMITIDA NO VIGENTE,25/03/2016,25/03/2017,JORGE OMAR MORALES,,8279496,KDV845,SUZUKI ,FUN 1.4 3 PTAS ,2011,NO,9BGRS0850BG268444,T90011868,0,,,Particular,NO,C, Terceros Completo,0,HBO Broker,BARBASMARIA DANIELA,,,,
SEGUROS RIVADAVIA,928939,38277185,VIGENTE,08/10/2015,08/04/2016, TRANSPORTE PAMPA SRL EN F,,,TOG774,MERCEDES BENZ ,L 1114/48,1974,NO,SC03141810,34103610013540,0,,DIESEL,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,BevilacquaJose Luis,,,,, Responsabilidad Civil hacia Terceros: $0.00 Tasa: 0.000
